Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Inventory Tracker,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,Variant Image,Variant Weight Unit,Compare At Price / International,Status
hmm517db-mens-premium-leather-beltless-mcj-w-dual-gun-pockets-z-o-liner-with-adjustable-collars-for-different-styles,,,,,,,,,L,,,,,HMM517DB L,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/HMM517DB_a96c367e-6560-4dbb-8176-92dc9ced98af.jpg?v=1595665213,2,,,,,lb,,
hmm517db-mens-premium-leather-beltless-mcj-w-dual-gun-pockets-z-o-liner-with-adjustable-collars-for-different-styles,,,,,,,,,XL,,,,,HMM517DB XL,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/HMM517DBB_c2e07fa0-86f9-482d-9c4d-ba89df3a025e.jpg?v=1595665215,3,,,,,lb,,
hmm517db-mens-premium-leather-beltless-mcj-w-dual-gun-pockets-z-o-liner-with-adjustable-collars-for-different-styles,,,,,,,,,2XL,,,,,HMM517DB 2XL,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/teammtrcycl18-06-2022infographic.png?v=1658227876,4,HMM517DB Men's Premium Leather Beltless Mcj W/dual Gun Pockets & Z/o Liner With Adjustable Collars For Different Styles infographic,,,,lb,,
hmm517db-mens-premium-leather-beltless-mcj-w-dual-gun-pockets-z-o-liner-with-adjustable-collars-for-different-styles,,,,,,,,,3XL,,,,,HMM517DB 3XL,shopify,,,,,,,lb,,
hmm517db-mens-premium-leather-beltless-mcj-w-dual-gun-pockets-z-o-liner-with-adjustable-collars-for-different-styles,,,,,,,,,4XL,,,,,HMM517DB 4XL,shopify,,,,,,,lb,,
hmm517db-mens-premium-leather-beltless-mcj-w-dual-gun-pockets-z-o-liner-with-adjustable-collars-for-different-styles,,,,,,,,,5XL,,,,,HMM517DB 5XL,shopify,,,,,,,lb,,
hmm504db-h-m-distressed-brown-premium-cowhide-leather-shirt,HMM504DB H/M Distressed Brown Premium Cowhide Leather Shirt,"<p><span style=""text-decoration: underline;""><strong>High Mileage Vance Leather's Premier Leather Line</strong></span></p>
<p>The Men's Distressed Brown Cowhide Leather Shirt is a must have. This is a great casual look with a tough feel. Features multiple pockets for all those must-haves while you're on the road. Don't be fooled by this casual look, however. This leather shirt boasts of an inside gun pocket so don't get too close...he may be packin'.</p>
<h3>Features</h3>
<ul>
<li>Premium cowhide leather</li>
<li>5-snap front closure</li>
<li>Snap-down collar</li>
<li>2 outside pockets</li>
<li>1 inside pocket</li>
<li>1 inside gun pocket</li>
<li>2-snap sleeve closure</li>
<li>Fixed textile lining</li>
</ul>
<p> </p>",Vance Leather,,Jackets,"Close Outs, Men High Mileage Shirts, Men's leather shirts, Men's Shirts, ws_group, ws_group:small_wholesaler",FALSE,Size,XS,,,,,HMM504DB XS,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/HMM504DBA_729473a2-1a54-455b-94ca-72426f743295.jpg?v=1595665143,1,,FALSE,,,lb,,draft
hmm504db-h-m-distressed-brown-premium-cowhide-leather-shirt,,,,,,,,,S,,,,,HMM504DB S,shopify,,,,,,,lb,,
hmm504db-h-m-distressed-brown-premium-cowhide-leather-shirt,,,,,,,,,M,,,,,HMM504DB M,shopify,,,,,,,lb,,
hmm504db-h-m-distressed-brown-premium-cowhide-leather-shirt,,,,,,,,,L,,,,,HMM504DB L,shopify,,,,,,,lb,,
hmm504db-h-m-distressed-brown-premium-cowhide-leather-shirt,,,,,,,,,XL,,,,,HMM504DB XL,shopify,,,,,,,lb,,
hmm504db-h-m-distressed-brown-premium-cowhide-leather-shirt,,,,,,,,,2XL,,,,,HMM504DB 2XL,shopify,,,,,,,lb,,
hmm504db-h-m-distressed-brown-premium-cowhide-leather-shirt,,,,,,,,,3XL,,,,,HMM504DB 3XL,shopify,,,,,,,lb,,
hmm504db-h-m-distressed-brown-premium-cowhide-leather-shirt,,,,,,,,,4XL,,,,,HMM504DB 4XL,shopify,,,,,,,lb,,
hmm504db-h-m-distressed-brown-premium-cowhide-leather-shirt,,,,,,,,,5XL,,,,,HMM504DB 5XL,shopify,,,,,,,lb,,
hmm1535-high-mileage-mens-textile-jacket-with-embroidered-reflective-skulls,HMM1535 High Mileage Men's Textile Jacket with Embroidered Reflective Skulls,"<p><span style=""text-decoration: underline;""><strong>High Mileage Vance Leather's Premier Product Line</strong></span></p>
<p> </p>
<h2>Reflective Skull Textile Motorcycle Jacket Features</h2>
<p><strong><em>QUALITY </em></strong><strong><em>Reflective Skulls ~ Vented ~ Weapons Pockets </em></strong></p>
<p> </p>
<p><strong><em>This FINE-lined jacket is made from PREMIUM textile material </em></strong><strong><em>which has an already 'broken in' feel and is KNOWN for its </em></strong><strong><em>durability, </em></strong><strong><em>minimal flaws, </em></strong><strong><em>and EXCELLENT wear.</em></strong></p>
<p><strong><em>Reflective stitching multi skull motorcycle jacket with two chest</em></strong><strong><em> vents and inner concealed weapons gun </em></strong><strong><em>pocket for Safe, Secure transport of your firearms.</em></strong></p>
<p><strong>Product Features:</strong></p>
<p><strong>* Made from Premium textile material</strong></p>
<p><strong>* Reflective Stitched Skulls Front &amp; Back</strong></p>
<p><strong>* 2 Chest Vents</strong></p>
<p><strong>* </strong><strong> Zip Front, Zip Cuffs, Zip Vents, Zip Pockets</strong></p>
<p><strong>* Concealed Weapons Gun Pocket &amp; Cell Phone Pocket.</strong></p>
<p> </p>
<p> </p>
<p>Please measure the circumference of your chest in inches using a cloth tape measure and add 1 if the measurement is an odd number to get the next even number and choose the size from the chart below.</p>
<p> </p>
<div style=""text-align: center;"">
<center></center>
<table cellpadding=""0"" cellspacing=""0"" border=""1"" style=""border-collapse: collapse; width: 500px;"">
<tbody>
<tr>
<td align=""center"" colspan=""4"" style=""background-color: #000000; width: 448px; height: 22px;""><strong> <span style=""font-family: Verdana; font-size: 13px; color: #ffffff;"">Size Chart</span></strong></td>
</tr>
<tr>
<td align=""center"" style=""background-color: #c0c0c0; width: 112px; height: 22px;""><strong> <span style=""font-family: Verdana; font-size: 13px;"">Size</span></strong></td>
<td align=""center"" style=""background-color: #c0c0c0; width: 112px; height: 22px;""><strong> <span style=""font-family: Verdana; font-size: 13px;"">Chest (in)</span></strong></td>
<td align=""center"" style=""background-color: #c0c0c0; width: 112px; height: 22px;""><strong> <span style=""font-family: Verdana; font-size: 13px;"">Length (in)</span></strong></td>
<td align=""center"" style=""background-color: #c0c0c0; width: 112px; height: 22px;""><strong> <span style=""font-family: Verdana; font-size: 13px;"">Sleeve (in)</span></strong></td>
</tr>
<tr>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">S</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">42</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">27</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;""> 25</span></td>
</tr>
<tr>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">M</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">44</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">27</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;""> 25.5</span></td>
</tr>
<tr>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">L</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">46</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;""> 27.5</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;""> 26</span></td>
</tr>
<tr>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">XL</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">48</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">28</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">26</span></td>
</tr>
<tr>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">2XL</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">50</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;""> 28.5</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;""> 26</span></td>
</tr>
<tr>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">3XL</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;""> 52-54</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">29</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">26</span></td>
</tr>
<tr>
<td align=""center"" style=""width: 112px; height: 23px;""><span style=""font-family: Verdana; font-size: 13px;"">4XL</span></td>
<td align=""center"" style=""width: 112px; height: 23px;""><span style=""font-family: Verdana; font-size: 13px;"">56</span></td>
<td align=""center"" style=""width: 112px; height: 23px;""><span style=""font-family: Verdana; font-size: 13px;"">29</span></td>
<td align=""center"" style=""width: 112px; height: 23px;""><span style=""font-family: Verdana; font-size: 13px;"">26.5</span></td>
</tr>
<tr>
<td align=""center"" style=""width: 112px; height: 23px;""><span style=""font-family: Verdana; font-size: 13px;"">5XL</span></td>
<td align=""center"" style=""width: 112px; height: 23px;""><span style=""font-family: Verdana; font-size: 13px;"">58</span></td>
<td align=""center"" style=""width: 112px; height: 23px;""><span style=""font-family: Verdana; font-size: 13px;"">29.5</span></td>
<td align=""center"" style=""width: 112px; height: 23px;""><span style=""font-family: Verdana; font-size: 13px;"">27</span></td>
</tr>
</tbody>
</table>
</div>",Vance Leather,,Jackets,"Men's High Mileage Textile Jackets, Men's Jackets, men's textile jackets",TRUE,Size,XS,,,,,HMM1535 XS,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/WhatsAppImage2021-04-27at2.13.43PM_1.jpg?v=1619547959,1,,FALSE,High Mileage Men's Textile Jacket with Embroidered Reflective Skulls,,lb,,active
hmm1535-high-mileage-mens-textile-jacket-with-embroidered-reflective-skulls,,,,,,,,,S,,,,,HMM1535 S,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/WhatsAppImage2021-04-27at2.13.43PM.jpg?v=1619547959,2,,,,,lb,,
hmm1535-high-mileage-mens-textile-jacket-with-embroidered-reflective-skulls,,,,,,,,,M,,,,,HMM1535 M,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/WhatsAppImage2021-04-27at2.13.44PM.jpg?v=1619547959,3,,,,,lb,,
hmm1535-high-mileage-mens-textile-jacket-with-embroidered-reflective-skulls,,,,,,,,,L,,,,,HMM1535 L,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/1535-3_4425c049-fc86-4a53-b9a3-e35a2bb786a0.jpg?v=1619547959,4,,,,,lb,,
hmm1535-high-mileage-mens-textile-jacket-with-embroidered-reflective-skulls,,,,,,,,,XL,,,,,HMM1535 XL,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/1535-6_d4eaff99-a32c-4c3e-ba27-3e4f24970497.jpg?v=1619547959,5,,,,,lb,,
hmm1535-high-mileage-mens-textile-jacket-with-embroidered-reflective-skulls,,,,,,,,,2XL,,,,,HMM1535 2XL,shopify,,,,,,,lb,,
hmm1535-high-mileage-mens-textile-jacket-with-embroidered-reflective-skulls,,,,,,,,,3XL,,,,,HMM1535 3XL,shopify,,,,,,,lb,,
hmm1535-high-mileage-mens-textile-jacket-with-embroidered-reflective-skulls,,,,,,,,,4XL,,,,,HMM1535 4XL,shopify,,,,,,,lb,,
hmm1535-high-mileage-mens-textile-jacket-with-embroidered-reflective-skulls,,,,,,,,,5XL,,,,,HMM1535 5XL,shopify,,,,,,,lb,,
hmm1501-h-m-armored-jacket-with-reflective-skulls-and-razor-wire,HMM1501 H/M Armored Jacket with Reflective Skulls and Razor Wire,"<h3>Features</h3>
<br>
<ul>
<li>Water-resistant, manmade textile blend for abrasion resistance and durability</li>
<li>Skeleton pattern on front, arms, and back made of ultra-high visibility reflective material</li>
<li>Zippered vents on biceps, shoulder, and backside for added breathability</li>
<li>Removable quilted liner with pockets for adjustable warmth</li>
<li>Zippered, expandable cuffs for easy on and off</li>
<li>Adjustable zipper and snap on sides at the waist for added adjustability</li>
<li>Removable armor in shoulders and elbows</li>
<li>Removable foam back pad for added protection</li>
<li>Interior pocket for electronic devices</li>
<li>Headphone wire holder</li>
</ul>
<p>Please measure the circumference of your chest in inches using a cloth tape measure and add 1 if the measurement is an odd number to get the next even number and choose the size from the chart below.</p>
<p> </p>
<div style=""text-align: center;"">
<center></center>
<table cellpadding=""0"" cellspacing=""0"" border=""1"" style=""border-collapse: collapse; width: 500px;"">
<tbody>
<tr>
<td align=""center"" colspan=""4"" style=""background-color: #000000; width: 448px; height: 22px;""><strong> <span style=""font-family: Verdana; font-size: 13px; color: #ffffff;"">Size Chart</span></strong></td>
</tr>
<tr>
<td align=""center"" style=""background-color: #c0c0c0; width: 112px; height: 22px;""><strong> <span style=""font-family: Verdana; font-size: 13px;"">Size</span></strong></td>
<td align=""center"" style=""background-color: #c0c0c0; width: 112px; height: 22px;""><strong> <span style=""font-family: Verdana; font-size: 13px;"">Chest (in)</span></strong></td>
<td align=""center"" style=""background-color: #c0c0c0; width: 112px; height: 22px;""><strong> <span style=""font-family: Verdana; font-size: 13px;"">Length (in)</span></strong></td>
<td align=""center"" style=""background-color: #c0c0c0; width: 112px; height: 22px;""><strong> <span style=""font-family: Verdana; font-size: 13px;"">Sleeve (in)</span></strong></td>
</tr>
<tr>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">S</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">42</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">27</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;""> 25</span></td>
</tr>
<tr>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">M</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">44</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">27</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;""> 25.5</span></td>
</tr>
<tr>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">L</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">46</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;""> 27.5</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;""> 26</span></td>
</tr>
<tr>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">XL</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">48</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">28</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">26</span></td>
</tr>
<tr>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">2XL</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">50</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;""> 28.5</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;""> 26</span></td>
</tr>
<tr>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">3XL</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;""> 52-54</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">29</span></td>
<td align=""center"" style=""width: 112px; height: 22px;""><span style=""font-family: Verdana; font-size: 13px;"">26</span></td>
</tr>
<tr>
<td align=""center"" style=""width: 112px; height: 23px;""><span style=""font-family: Verdana; font-size: 13px;"">4XL</span></td>
<td align=""center"" style=""width: 112px; height: 23px;""><span style=""font-family: Verdana; font-size: 13px;"">56</span></td>
<td align=""center"" style=""width: 112px; height: 23px;""><span style=""font-family: Verdana; font-size: 13px;"">29</span></td>
<td align=""center"" style=""width: 112px; height: 23px;""><span style=""font-family: Verdana; font-size: 13px;"">26.5</span></td>
</tr>
<tr>
<td align=""center"" style=""width: 112px; height: 23px;""><span style=""font-family: Verdana; font-size: 13px;"">5XL</span></td>
<td align=""center"" style=""width: 112px; height: 23px;""><span style=""font-family: Verdana; font-size: 13px;"">58</span></td>
<td align=""center"" style=""width: 112px; height: 23px;""><span style=""font-family: Verdana; font-size: 13px;"">29.5</span></td>
<td align=""center"" style=""width: 112px; height: 23px;""><span style=""font-family: Verdana; font-size: 13px;"">27</span></td>
</tr>
</tbody>
</table>
</div>",Vance Leather,,Jackets,"Close Outs, Men's Jackets, men's textile jackets, ws_group, ws_group:small_wholesaler",TRUE,Size,S,,,,,HMM1501 S,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/HMM1501_21a4c174-0216-478f-80a3-bfe09e0b8f7c.jpg?v=1595664741,1,,FALSE,,,lb,,active
hmm1501-h-m-armored-jacket-with-reflective-skulls-and-razor-wire,,,,,,,,,M,,,,,HMM1501 M,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/HMM1501Back_6e26c92d-123e-4098-b44b-c8a04d3b4bb8.jpg?v=1595664743,2,,,,,lb,,
hmm1501-h-m-armored-jacket-with-reflective-skulls-and-razor-wire,,,,,,,,,L,,,,,HMM1501 L,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/HMM1501OPEN_61477946-9520-4dd3-8086-26c2945c86d9.jpg?v=1595664744,3,,,,,lb,,
hmm1501-h-m-armored-jacket-with-reflective-skulls-and-razor-wire,,,,,,,,,XL,,,,,HMM1501 XL,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/HMM1501Sleeve_21760504-272d-42a9-a578-9311f809f913.jpg?v=1595664746,4,,,,,lb,,
hmm1501-h-m-armored-jacket-with-reflective-skulls-and-razor-wire,,,,,,,,,2XL,,,,,HMM1501 2XL,shopify,,,,,,,lb,,
hmm1501-h-m-armored-jacket-with-reflective-skulls-and-razor-wire,,,,,,,,,3XL,,,,,HMM1501 3XL,shopify,,,,,,,lb,,
hmm1501-h-m-armored-jacket-with-reflective-skulls-and-razor-wire,,,,,,,,,4XL,,,,,HMM1501 4XL,shopify,,,,,,,lb,,
hml838-ladies-lightweight-naked-goatskin-leather-chap-with-grommeted-twill-and-lace-highlights,HML838 Ladies Lightweight Naked Goatskin Leather Chap with Grommeted Twill and Lace Highlights,"<span>Black Leather Chaps are designed using a highly </span><span>durable, premium quality naked Goatskin Leather. These high quality chaps are Lightweight</span><span>, two front zippered, and 2 front snap pockets</span><span>. Ride the open road with confidence sporting a pair of our exclusive </span><span>leather chaps and show off your authentic biker style!</span>
<p>High Mileage Leather Chaps are distinctive and well-made. These chaps were designed to complement the High Mileage Leather Jackets.<br>These chaps are available in sizes, ranging from X-small to 5XL.</p>
<p><br><strong>FEATURES </strong><br><span>Compliments the High Mileage Leather Jackets. </span><span>Leg openings feature snap closures and full-length side zippers for easy on/easy off. </span><span>Power stretch panel at the thigh allows for a more comfortable fit </span><span>that will not cling to your pants</span></p>
<strong> <span style=""font-family: Verdana; font-size: 13px; color: #ffffff;""> </span></strong>


<p>HOW TO DETERMINE SIZE: Please measure the thickest part of your thigh (circumference around your thigh at the thickest part) using a cloth tape measure. Be sure to take this measurement with your jeans ON.</p>
<p>Length is approximately 44"" and the inseam is approximately 34"". You can cut according to your height and no hemming is required. This will not spoil the look or fit of the chaps and also will not remove all the snaps.</p>
<table style=""border-collapse: collapse; width: 400px;"" border=""1"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr>
<td style=""background-color: #000000; width: 401px; height: 24px;"" colspan=""3"" align=""center""><strong> <span style=""font-family: Verdana; font-size: 13px; color: #ffffff;""> Size Chart</span></strong></td>
</tr>
<tr>
<td style=""background-color: #c0c0c0; width: 99px; height: 24px;"" align=""center""><strong> <span style=""font-family: Verdana; font-size: 13px;""> SIZE</span></strong></td>
<td style=""background-color: #c0c0c0; width: 99px; height: 24px;"" align=""center""><strong><span style=""font-family: Verdana; font-size: 13px;"">THIGH SIZE</span></strong></td>
<td style=""background-color: #c0c0c0; width: 100px; height: 24px;"" align=""center""><strong><span style=""font-family: Verdana; font-size: 13px;"">INSEAM</span></strong></td>
</tr>
<tr>
<td style=""width: 99px; height: 24px;"" align=""center""><span style=""font-family: Verdana; font-size: 13px;"">2XS</span></td>
<td style=""width: 99px; height: 24px;"" align=""center""><span style=""font-family: Verdana; font-size: 13px;"">18</span></td>
<td style=""width: 100px; height: 24px;"" align=""center""><span style=""font-family: Verdana; font-size: 13px;"">31.5</span></td>
</tr>
<tr>
<td style=""width: 99px; height: 24px;"" align=""center""><span style=""font-family: Verdana; font-size: 13px;"">XS</span></td>
<td style=""width: 99px; height: 24px;"" align=""center""><span style=""font-family: Verdana; font-size: 13px;"">19</span></td>
<td style=""width: 100px; height: 24px;"" align=""center""><span style=""font-family: Verdana; font-size: 13px;"">32</span></td>
</tr>
<tr>
<td style=""width: 99px; height: 24px;"" align=""center""><span style=""font-family: Verdana; font-size: 13px;"">S</span></td>
<td style=""width: 99px; height: 24px;"" align=""center""><span style=""font-family: Verdana; font-size: 13px;"">20</span></td>
<td style=""width: 100px; height: 24px;"" align=""center""><span style=""font-family: Verdana; font-size: 13px;"">32</span></td>
</tr>
<tr>
<td style=""width: 99px; height: 24px;"" align=""center""><span style=""font-family: Verdana; font-size: 13px;"">M</span></td>
<td style=""width: 99px; height: 24px;"" align=""center""><span style=""font-family: Verdana; font-size: 13px;"">21</span></td>
<td style=""width: 100px; height: 24px;"" align=""center""><span style=""font-family: Verdana; font-size: 13px;"">32.5</span></td>
</tr>
<tr>
<td style=""width: 99px; height: 24px;"" align=""center""><span style=""font-family: Verdana; font-size: 13px;"">L</span></td>
<td style=""width: 99px; height: 24px;"" align=""center""><span style=""font-family: Verdana; font-size: 13px;"">22</span></td>
<td style=""width: 100px; height: 24px;"" align=""center""><span style=""font-family: Verdana; font-size: 13px;"">33</span></td>
</tr>
<tr>
<td style=""width: 99px; height: 24px;"" align=""center""><span style=""font-family: Verdana; font-size: 13px;""> XL</span></td>
<td style=""width: 99px; height: 24px;"" align=""center""><span style=""font-family: Verdana; font-size: 13px;"">23</span></td>
<td style=""width: 100px; height: 24px;"" align=""center""><span style=""font-family: Verdana; font-size: 13px;"">33.5</span></td>
</tr>
<tr>
<td style=""width: 99px; height: 24px;"" align=""center"">
<span style=""font-family: Verdana; font-size: 13px;"">2</span><span style=""font-family: Verdana; font-size: 13px;"">XL</span>
</td>
<td style=""width: 99px; height: 24px;"" align=""center""><span style=""font-family: Verdana; font-size: 13px;"">24</span></td>
<td style=""width: 100px; height: 24px;"" align=""center""><span style=""font-family: Verdana; font-size: 13px;"">34</span></td>
</tr>
<tr>
<td style=""width: 99px; height: 24px;"" align=""center"">
<span style=""font-family: Verdana; font-size: 13px;"">3</span><span style=""font-family: Verdana; font-size: 13px;"">XL</span>
</td>
<td style=""width: 99px; height: 24px;"" align=""center""><span style=""font-family: Verdana; font-size: 13px;"">25</span></td>
<td style=""width: 100px; height: 24px;"" align=""center""><span style=""font-family: Verdana; font-size: 13px;"">34.5</span></td>
</tr>
<tr>
<td style=""width: 99px; height: 24px;"" align=""center"">
<span style=""font-family: Verdana; font-size: 13px;"">4</span><span style=""font-family: Verdana; font-size: 13px;"">XL</span>
</td>
<td style=""width: 99px; height: 24px;"" align=""center""><span style=""font-family: Verdana; font-size: 13px;"">26</span></td>
<td style=""width: 100px; height: 24px;"" align=""center""><span style=""font-family: Verdana; font-size: 13px;"">35</span></td>
</tr>
</tbody>
</table><div class=""__sc-features-section""><div class=""row"">
        <div class=""col col-sm-8 section"">
          <div class=""features"">
            <p><b>FEATURES</b></p>
            <p></p>
          </div>
        </div>
      </div></div>",Vance Leather,,Chaps,"High Mileage Ladies Chaps, Ladies Chaps, women's leather chaps",TRUE,Size,S,,,,,HML838B S,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/HML838_99dc9347-aed5-479d-a548-7e8cedc05ed8.jpg?v=1662673620,1,,FALSE,,,lb,,active
hml838-ladies-lightweight-naked-goatskin-leather-chap-with-grommeted-twill-and-lace-highlights,,,,,,,,,M,,,,,HML838B M,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/09_2.jpg?v=1662673620,2,,,,,lb,,
hml838-ladies-lightweight-naked-goatskin-leather-chap-with-grommeted-twill-and-lace-highlights,,,,,,,,,L,,,,,HML838B L,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/09_3.jpg?v=1662673620,3,,,,,lb,,
hml838-ladies-lightweight-naked-goatskin-leather-chap-with-grommeted-twill-and-lace-highlights,,,,,,,,,XL,,,,,HML838B XL,shopify,https://cdn.shopify.com/s/files/1/1128/6432/products/09_1.jpg?v=1662673620,4,,,,,lb,,
hml838-ladies-lightweight-naked-goatskin-leather-chap-with-grommeted-twill-and-lace-highlights,,,,,,,,,2XL,,,,,HML838B 2XL,shopify,,,,,,,lb,,
hml838-ladies-lightweight-naked-goatskin-leather-chap-with-grommeted-twill-and-lace-highlights,,,,,,,,,3XL,,,,,HML838B 3XL,shopify,,,,,,,lb,,
hml838-ladies-lightweight-naked-goatskin-leather-chap-with-grommeted-twill-and-lace-highlights,,,,,,,,,4XL,,,,,HML838B 4XL,shopify,,,,,,,lb,,
hml838-ladies-lightweight-naked-goatskin-leather-chap-with-grommeted-twill-and-lace-highlights,,,,,,,,,XS,,,,,HML838B XS,shopify,,,,,,,lb,,
